4.022136752906818047e-01,2.825787033178424057e-01,4.655647261490593325e-02,1.636337194969871289e-01,9.694992225292710097e-01,5.196144988667807940e-01,9.965425808531804819e-01,8.095963319636773070e-01,6.347576396219847261e-01,8.153834988504650161e-01,6.959704263116845979e-01,8.465668308850567980e-01,1.521877829735040211e-01,5.717456760160863904e-01,4.068562303906876898e-01,2.683468933252827759e-01
9.128893399986710566e-01,6.883929304520097769e-02,7.694904319205120302e-01,5.185353304882915904e-01,1.910144990507664942e-03,2.932610040482981351e-01,8.764568223331060670e-01,9.305604041909018020e-01,1.032251944661259219e-01,2.590828677491918697e-01,1.125114087189109102e-01,2.670078732105031216e-01,7.000357129115090116e-01,7.877316770788211908e-01,5.996676868084306333e-01,2.824440762867818644e-01
6.567528890618780368e-02,4.527727110053685888e-01,1.745106252983212314e-01,4.739344017976541146e-01,6.708719750838129103e-01,8.942229543435044059e-01,2.327678693138040267e-01,1.533098081501001186e-01,3.688579626536482303e-01,7.257176050611923168e-01,3.751150223122352023e-01,6.633232857187334464e-01,5.383930748789442777e-01,2.160473932629556337e-01,3.619991199528657111e-01,4.733316498414521512e-01
9.476192348937021448e-01,7.999566185487129166e-01,8.840190105083811645e-01,1.499648755449135562e-01,2.517620384052821625e-01,1.292329168034405118e-01,4.517818028280221054e-01,6.523269479820564820e-02,3.000449120705287465e-01,6.538128050876554909e-01,8.981052789662022917e-01,8.375496867982042959e-01,6.777309286458553517e-03,8.209195769513337737e-01,5.887922230900803910e-01,6.358499537272157415e-03
3.597586864505999404e-01,7.373455309419465475e-01,7.060174510776855428e-01,2.547962469956575882e-02,1.095521065563343777e-01,1.813987213332677317e-01,1.700745502732008974e-01,5.530762977402130520e-01,8.616163213510069641e-01,5.416942794341644829e-01,5.656214198364595269e-01,7.937138114082914475e-01,7.544272880630802092e-02,7.989729983847116968e-01,2.738517902704327711e-01,7.092932910324416529e-01
6.334826354073376242e-01,7.162942969867701348e-02,1.772966064383326157e-01,8.879118460562506199e-01,4.659933272795342973e-01,4.769861156256754303e-02,1.485013157950878238e-01,4.300341137575240391e-01,4.214327073987800959e-02,7.144638563465863790e-01,2.815990806800698354e-01,7.382279556732439518e-01,6.486815859278286522e-01,7.719539647915882874e-01,1.840925091237846090e-01,3.474083585537656171e-01
6.683497424025575118e-01,9.110302690446918650e-01,3.949246945591184388e-01,3.796605925452795072e-01,6.352787103042791816e-01,2.456594149703871244e-01,1.250438024203616993e-01,2.172892225901735530e-01,9.168991611646530870e-01,6.269929141061647559e-01,7.723341593373388436e-01,4.855388082677387640e-01,9.547795046138312092e-01,9.647470052786376593e-01,3.360641054849861642e-01,7.871779367390373539e-01
8.424431191954001585e-01,3.404373720906317957e-01,7.514947413524589725e-01,5.642244950496987377e-01,5.977527857312849857e-01,2.189174207167301212e-01,7.711802470103306106e-01,9.797072406095386210e-01,2.197515643927785145e-01,2.201820902091635168e-01,6.965538332696753765e-02,2.198040893094747872e-01,6.670796459347083651e-02,4.363951634597172946e-01,4.333170650778289112e-01,3.441744510189968520e-01
6.122753914143380660e-01,2.083538346978397460e-01,5.109943613983597421e-01,5.521718273554474532e-01,2.200732279174819617e-01,4.293342237063908495e-01,1.239829769295046069e-01,6.206682883701070130e-01,5.593484175002255698e-01,8.745592829192976314e-01,6.773434390923950277e-01,5.204156099072605457e-01,3.074242107200322316e-01,4.433165206329760938e-02,5.537302228639603419e-01,7.010375760411047263e-01
3.327711303122286024e-01,3.953175789277021401e-01,5.992459013295903247e-01,5.472971568327965330e-02,8.326142232516473562e-01,4.079299994017457909e-01,1.249748960058566921e-01,5.289209316491630952e-01,9.844437255518444507e-01,7.746395725221968398e-01,7.288743173341665216e-01,9.465082715803958824e-02,3.651746094330433623e-01,1.618143188376815200e-02,1.081161889431495327e-01,7.158253442104295372e-01
8.322574785836317490e-01,5.859096809279238371e-01,2.539350773503503134e-01,5.649951002190412019e-01,3.624670024693226189e-01,2.506321803506921242e-01,2.189644089641826219e-01,1.146026002451418779e-01,3.693772975714902373e-01,5.724828757102125021e-01,1.320825736924527705e-01,2.020131322532397744e-01,3.612793645442726603e-02,1.205379623783160159e-01,6.665296509448258577e-01,7.989863311065451001e-02
5.646806966433144392e-01,7.862073797928000873e-01,8.001841944707569487e-01,3.502106493133407827e-01,6.902977135633276973e-01,4.218512958273233915e-01,9.382284992700463677e-01,4.087540102778200457e-01,5.343923916571783339e-01,8.698586185139691729e-01,3.115689696758568994e-01,1.250492837718086836e-01,8.535121422926887913e-01,1.363932941111586916e-01,5.291521009241050288e-01,1.467659329678418223e-01
2.372696483775687572e-03,2.562108719692505754e-01,4.965676198801038943e-01,1.654192247883331524e-01,6.255511743418814552e-01,9.086709182573575738e-01,6.795504970158666724e-01,4.789447491571062754e-01,3.131489021341414269e-01,7.735170625756695451e-01,7.006215004705249605e-01,1.126961673707068540e-01,8.299544951994908271e-01,6.274600870945095110e-01,4.565490004564177196e-01,6.250827272370557131e-01
3.291391573369673029e-01,8.446741590897273166e-01,7.116152669255640939e-01,8.061944162017703475e-01,5.061989850292392124e-01,5.479061251016709155e-01,7.694480902171383363e-01,5.096038482984288631e-01,3.246306694582951624e-01,9.725944772795742654e-01,2.173847753829249163e-01,1.836866344104414184e-01,7.120502739167089423e-01,8.264974823188070419e-01,5.574478507720718179e-01,4.528684774878325991e-01
9.320339688424854607e-01,1.686827560673286597e-01,4.096044826567869501e-01,5.670608916452272164e-01,3.323517955185150696e-01,3.807548543664900920e-01,1.760281363062670412e-01,6.250291706983028828e-01,7.111815024172500888e-01,5.478231149452770232e-01,1.042246488596623721e-02,4.784586239209982494e-01,6.115144349056441664e-01,5.104474942715708785e-01,6.842753577187282721e-01,2.100666107642776836e-01
4.130089716014101464e-01,6.256631749462737702e-01,7.489451912472541717e-02,8.173213930696403562e-01,3.449016750709915646e-01,6.087500355512676098e-01,7.649972390884317575e-01,1.719797875629083261e-01,2.460017531864195917e-01,4.536583789992866822e-01,7.406096538402802132e-01,7.024699670277010366e-01,6.841486352551979788e-01,3.531687220157980200e-01,5.199005697860918929e-01,8.907599179884327922e-01
