1.811981249997729471e-01,8.953183544234221136e-01,6.388968512127024546e-01,6.393166522884395631e-02,1.112420577659978781e-02,9.453094524507606178e-02,4.012879005229104123e-01,7.180915110640900823e-01,3.367935336845622740e-01,4.523075463132199964e-02,7.723214355774539186e-01,1.766965191272725638e-02,9.061809591148702880e-01,1.407392942300412231e-01,7.999181241287947053e-01,6.791475195798438724e-01,6.908644668258194788e-01,5.983282836856719245e-01,2.813519032367273742e-01,6.701897938917366071e-01,1.421091104494476842e-01,7.013351418666340376e-01,1.095063024062894880e-01,3.828947386081619220e-01,3.868757352408199179e-01,8.571807555579804561e-01,8.313253004639160892e-02,7.569615995935238262e-01,4.083695588338807081e-01,7.020931566701151816e-01,8.384315517115403793e-01,4.667006072189894272e-01,6.788466106362318619e-01,9.475907814161440568e-01,9.821640846164930716e-01,5.955192451105079110e-01,2.250342139570920413e-02,3.865518217399422918e-01,2.601628350622244845e-01,2.823619725370564715e-01,4.532719876707084761e-01,7.445446561870658897e-01,9.082817681794512488e-02,2.864204136666021472e-01,6.470853287993144631e-01,1.574981186688014512e-01,7.416344746104819308e-01,5.427185856470726488e-01,5.899093923888703017e-01,7.222038280360504325e-01,1.728236180606853439e-02,5.628541045120307729e-01,6.299278401521647419e-01,5.411822851966159309e-01,3.951599921428631257e-01,2.819074527600085034e-01,2.325646693110620111e-01,8.297408572545587058e-01,9.735695339456621467e-01,8.798046958284129193e-01,7.497310409225239614e-01,7.876429760227170451e-01,2.996625541154724348e-01,6.270947551132385334e-01
2.021665510617088879e-01,2.025969241579042568e-01,5.207030586363349256e-01,1.407780971277732829e-01,2.959302890804664174e-02,8.609170212022644597e-02,1.260285909620604272e-01,1.204008430174430683e-01,3.782193206525180651e-01,5.674337562502723697e-02,5.091316524502531582e-01,9.322717328374585666e-02,2.811873086855160020e-01,7.759365259718986607e-01,3.817864916710913548e-01,2.832250996998072479e-01,7.417291505593240908e-01,4.850304084183570397e-01,9.416992203133218720e-01,6.859264231484774044e-01,8.767254618447856140e-01,2.533116200249116434e-01,3.175882578936340961e-01,5.499687247694885484e-01,7.109461404576652988e-02,8.874057285676669737e-01,8.629650247187529988e-02,7.695811067292256114e-02,5.907528683603724406e-01,1.239720940083438305e-01,2.103699109993250049e-01,9.261177615799612850e-01,9.430287630121118037e-01,7.970587111713566264e-01,3.099348872001436161e-01,5.419861473038403155e-01,9.428766235432523013e-01,7.782913371028939986e-01,4.577450882490696205e-01,7.651941546052691834e-01,7.500939218299562672e-01,4.925328718493911517e-01,2.894664943335757412e-01,3.321387936026729548e-01,5.062214187615176053e-01,8.179366318004186454e-01,4.546748431031568116e-01,4.588809486145670191e-01,6.904350673997570187e-01,8.233858353776670747e-01,4.040000939936426172e-01,1.142549314830319934e-01,7.374813513116633690e-01,6.848875422292766135e-01,9.711724780678131497e-01,5.952423248684141077e-01,6.988493046407820986e-01,3.814036326433931090e-01,2.688500062074626260e-02,9.678923321637543653e-01,1.234066582784540539e-01,4.976295753250652987e-01,5.442698544926366511e-01,6.544110421164097691e-01
5.908242618041588123e-01,2.280436622595540808e-01,1.142615232819535059e-01,4.505528442706316361e-01,2.426858480280620883e-03,6.897388618022095574e-01,7.458554503915316714e-01,8.170921514601919844e-01,7.982776614866713416e-01,8.156530029742981025e-01,7.759654277006463596e-01,8.758407414057897133e-01,2.650705026654474605e-01,8.827225188772038766e-01,3.610221709423168668e-01,2.565756545699462987e-01,3.836385058706526241e-01,2.302117906969038397e-01,1.121661304796895270e-01,5.982760376486200293e-01,6.748537083956412941e-02,7.492241389143268204e-01,8.942709794162220227e-01,9.183510256081516276e-01,8.879416820929746379e-01,6.189759936247202221e-01,8.086129109737880682e-01,1.100904480798070850e-01,3.634273460159528901e-01,1.918273401882812368e-01,6.209425523316168816e-01,1.801522955538177317e-01,9.918785783755055263e-01,7.776558692624321312e-01,8.080201155153444725e-01,6.425820083880717792e-01,9.979879986096157340e-02,2.517454047800389283e-01,5.973790487045598230e-01,3.058335242185855618e-01,2.952071984912865710e-01,9.652607874866803161e-01,8.302882302145706550e-01,3.995656941203579865e-02,3.814886889563041117e-01,6.325852615689857572e-01,5.361205129178987505e-01,4.831498215276655572e-01,6.113913523377338954e-01,1.017875705709666567e-01,3.016053123698396177e-01,5.836452216148088068e-01,5.357588161393536108e-01,8.762652121032985519e-01,8.712443811200719646e-01,3.879691885217313452e-01,6.682678674873879787e-01,1.963786762424962196e-01,7.837004436728112200e-01,9.278402045002873688e-01,7.444245613934412642e-01,6.233972526957436422e-01,4.111876549577468398e-01,6.155845215792842273e-01
3.999574499855096943e-01,7.944581562318426826e-01,7.251621396904354144e-01,7.352706345824060463e-01,1.800175286067847436e-01,8.445054585750801923e-01,4.142974344576698387e-02,6.431107873403865693e-02,3.248670010958316645e-01,1.946024380342364635e-01,4.299647897567505095e-01,7.468247338199636154e-01,6.051906783835806491e-01,7.547815727607530834e-01,8.198717810572744291e-01,3.794089680937681175e-01,3.135229450120196604e-01,6.038800109457401755e-01,4.045479666024856535e-02,3.788562767582881463e-01,6.196371065478026852e-01,6.411955554937828206e-01,4.666998945396539367e-01,2.594007143905521229e-01,3.037743113706665166e-01,9.435866231815642768e-01,7.805177865553631911e-01,6.916667438898063125e-01,9.448513932172810659e-01,8.331029489318255710e-01,1.683138221439202942e-01,6.218377839756870085e-01,4.586850700685008442e-01,8.951159506495731666e-01,3.250526712061785339e-01,6.372386945603504271e-01,9.432673598921615943e-01,2.045487195878796238e-01,5.710213275622315621e-01,7.195706516202332592e-01,8.935809990115614054e-01,3.365522048793458398e-01,9.901724312670984185e-01,8.860127173919016830e-01,1.452654425280257844e-01,1.868628481562126797e-01,4.647241339221488410e-01,4.618517866840082808e-01,6.074264971736376140e-01,1.307067031437351146e-01,8.450098662645068037e-01,2.356924719068854146e-01,1.359064365807911290e-01,2.041576259695444540e-01,4.628703630348028897e-01,7.725226537477951627e-01,7.953521858003967937e-01,3.015083143642465768e-01,9.156875327679461773e-02,2.855388661002587480e-01,7.820746356469173710e-01,1.510393823839658589e-01,4.579235542787698510e-01,1.790820407276132453e-01
9.257114243780364404e-01,4.368442962145304143e-01,6.362130346330091557e-01,8.144845436842909235e-04,5.499054281202637728e-01,2.649305316412379208e-01,8.903668977972926599e-03,6.496658621007588286e-01,2.817825819399306236e-02,7.101431959373731839e-01,3.948865158002767273e-01,8.691022005664916783e-01,5.110209498495055236e-01,9.572610755121657711e-02,1.048801106499543667e-01,4.887813402856340805e-01,5.251819014577654432e-01,7.800485401228888227e-01,9.482048317686307959e-01,1.373856078908701484e-01,2.737380711934611077e-01,6.694036799447121711e-01,1.968493013348480425e-01,6.844958932640359262e-01,5.864063931469928326e-01,8.702578921003096823e-01,3.043270062736004311e-01,6.259668440311978443e-01,2.563187470482379826e-01,7.301464898608042153e-01,7.697449269707729025e-01,6.838495458557585227e-01,1.227727328958287401e-01,3.038518705052480340e-01,5.643238571257320757e-01,5.865644443021535981e-01,4.967666741729612201e-01,1.448811760716927077e-01,5.277287840844697708e-01,4.571924551179154528e-01,9.528473198750385675e-01,1.290270797238801670e-01,9.026319714387576187e-01,1.183374278652556261e-01,3.686822931842904660e-01,6.229695514060425987e-01,9.780996495376539368e-01,2.954782861853939846e-02,3.837753537480377286e-01,9.557249553799884723e-01,1.683200572298930997e-01,4.016870835973513909e-01,2.348820831707456314e-01,1.230652298691408963e-01,6.065031298328332765e-01,6.215571379315896205e-01,5.749496642869836860e-01,9.336276613672662705e-01,6.570734257606943851e-01,8.394869063709905488e-01,9.889914302718135763e-01,7.243187941640535366e-01,2.554154591832316634e-01,1.811283252978684866e-01
1.538210320776685347e-01,2.905224243976221588e-01,4.736474269539814319e-01,2.304799118668509478e-02,7.682747484365110013e-01,5.053059980436919868e-02,9.652168519258183532e-02,3.184171061301609429e-01,4.268502459156762741e-01,2.118518679030066132e-01,8.666489615630740273e-01,1.830083723630488790e-03,1.462118179865917397e-03,8.484481703423644161e-01,2.161703176791783532e-01,5.463717797456445202e-02,8.794787420778144016e-01,4.458236155383062393e-01,6.968830046202514894e-02,6.681230417619844486e-01,3.182476102189683576e-01,1.654904540937399970e-01,8.041155808768190028e-01,2.904247978020303433e-01,4.179929838422538069e-01,5.009919456824103445e-01,1.194175013262728235e-01,7.361842627264258976e-01,4.219022304153581815e-01,6.821070636851364055e-01,4.819634592033512077e-01,5.520668270274514677e-01,1.109743615235089659e-01,7.137128702431984051e-01,7.405699746105846026e-01,6.306765452730793697e-01,4.511583422228830909e-01,1.006381912736560164e-01,4.209004859031388324e-01,4.944015849334169044e-01,7.809805191610513786e-01,5.428949752746189406e-01,5.219794381349818213e-01,9.083656668486281283e-02,9.434995363186676753e-01,7.821206610005988769e-02,9.251141221090162237e-01,2.081006813022999724e-01,7.388606166970712597e-01,7.362875140584971279e-01,7.069963102424924317e-01,3.455723666118133974e-01,8.699502477302615278e-01,1.489617493012781180e-01,2.251158522639916393e-01,1.366147121908296569e-01,4.493950654206081419e-01,1.574153840494267875e-01,4.996498812811011603e-01,7.475360641543234985e-01,5.836985320470911009e-01,2.009418708887358851e-01,3.740653209728643791e-01,4.196461126696193200e-01
7.095779231423261502e-01,9.026934655639917704e-01,7.438390086206408958e-01,4.827912531398313445e-01,6.356043164620746033e-01,8.250357180744489760e-01,8.948031991029208321e-01,4.383360499666971166e-01,4.560963943226533646e-01,3.676489132069327703e-01,1.882041781908259936e-01,9.341452451473962748e-01,8.931053056552289426e-01,1.349569190155270465e-02,5.526618895559328726e-01,5.883596768681281786e-01,7.900578364353286753e-01,3.791859959118007439e-01,9.356903182291038679e-01,2.549562819004655423e-01,9.445284342807048761e-01,7.134547252017369168e-01,5.415921720983870591e-01,8.819918282179813884e-01,3.437816620814144186e-01,9.634972548030065198e-01,9.562802137647175016e-01,6.646088209459152241e-01,7.474039818556563186e-02,7.549557014053071002e-01,2.162612160669747513e-02,5.880104293700146867e-01,5.202061714917967095e-01,4.130730349978655735e-01,9.220469455824737981e-01,7.354189229032468411e-01,5.875433967543659541e-01,5.458632823107837373e-01,5.803541211118157239e-01,5.597726564271446881e-01,7.480543903569620845e-01,6.421871584274562172e-01,8.131681090460435302e-01,8.946390780417446953e-01,6.298350247013244640e-01,4.077458826585858565e-01,9.901763265421597016e-01,8.490133804677708895e-02,8.299231863156965039e-01,6.564211921312793629e-01,7.404975370674276025e-01,3.822655115718961993e-02,8.487165532708419724e-02,9.802080509571231559e-01,8.875665343528167661e-02,5.414106641854568025e-01,9.389891780786552289e-01,4.913441335565174595e-01,9.530174369966857295e-01,7.457111828924889441e-01,2.915212571656046747e-01,7.089288872073205017e-01,7.628341779352253160e-02,4.674293907343232135e-01
3.426715396748526987e-01,6.485214825820655449e-01,6.108756857548830466e-01,2.951885762306704075e-01,4.777642315708699461e-01,6.161146132117388818e-01,5.405783399789571009e-01,1.727543451885642511e-01,7.846119965314222178e-01,4.530637354957633423e-01,8.088295965675234012e-01,8.625172711272752757e-01,7.661028029641123727e-01,8.780299393388134588e-01,1.784758705353391983e-01,4.610292494142955166e-01,4.368206810746161350e-02,1.457602315736132581e-01,4.798464762235284398e-01,2.642310454868346814e-01,3.954750108375409412e-01,6.642267344682284413e-01,3.025148756763549884e-01,6.112667504805172625e-01,6.475497778311943842e-01,5.402638740347778246e-01,1.720735923870921613e-01,6.818209053184780544e-01,1.228747124664646487e-02,6.150940173482444262e-02,9.720146561957457854e-01,5.914436340491640021e-01,8.441046225629886268e-02,1.410653643568308968e-01,9.069469481542860034e-01,6.461251732257761171e-01,9.755349670258866013e-01,5.129581860351702938e-01,7.670341803123328361e-01,3.740809936741624209e-01,1.110243331872364132e-02,6.961698742807849172e-01,7.591552570658568477e-01,9.079395705802955074e-01,5.466618349527033738e-01,5.636332486427524380e-01,4.372471633553277198e-02,5.161378928325605075e-01,3.472603361242491693e-01,7.916065078850899051e-01,2.100961016091553168e-01,9.050500248386421642e-01,6.961016746042133496e-01,7.783207987258715654e-01,1.872735489309640955e-01,2.769682051704471792e-01,3.507613647621863340e-01,2.706357341396057326e-01,1.590934900922392203e-01,9.603629395554466042e-01,5.407648224319123731e-01,1.903423092770493152e-01,4.033090139376285799e-01,5.096933095364982735e-01
4.886601538990137383e-01,6.209911783449874323e-02,2.558575521280624376e-01,2.517147656229883068e-02,4.982604687319781012e-01,3.604258656732576283e-01,8.114465766522686030e-01,5.062808204725841588e-01,3.509908999655038109e-01,8.076649235953962114e-01,6.638107914089481643e-01,2.889047667342984349e-01,2.658582130063997032e-02,3.497571593519896438e-01,1.672435212403329263e-01,5.527433700963664265e-01,2.663488508142272670e-01,4.912298906929289388e-01,1.185996864471399424e-02,5.213446995503329129e-01,6.001728820066384307e-01,8.342980722610657818e-01,6.383373009627715255e-01,2.855432889463889179e-01,7.884927505261627445e-01,7.019510176072332186e-01,9.833929949167586893e-01,7.827555995938718647e-01,5.073277228090692370e-01,1.394448018699523395e-01,5.541418903870771739e-01,6.164207212481207510e-01,2.065132581647706744e-01,7.535831402562377379e-01,4.724057068478865751e-01,7.014821279797028852e-01,5.741079494086450685e-01,2.783913693322402350e-01,9.589547675659466919e-02,5.405081123432099732e-02,5.089085381414354403e-01,4.357083094102897070e-01,7.461350499058344576e-01,4.497667428607743378e-01,3.130337801486073324e-01,6.174722529425256123e-01,2.877286113389760369e-01,6.991359433171937532e-01,8.591996002382600306e-01,9.473730767747887693e-01,1.323371789593494607e-01,4.061416311431352844e-01,5.991873288813662213e-02,4.554022642446166613e-01,9.193172269034698418e-01,2.751271632677124712e-01,7.622059173359445605e-01,9.154360962853480554e-02,5.387105448701295929e-01,6.463724190123271152e-01,9.454286838605227561e-02,3.166514770958044900e-01,2.030079605822857070e-01,4.615356569286814259e-01
3.390225775163021593e-01,4.355522223614742283e-01,6.005930078926058346e-01,1.100888171657571531e-02,7.589702415826894422e-01,2.095153332560401593e-01,2.288276560857475384e-01,5.007831926990473359e-02,7.479086934869664249e-01,7.391024971940917121e-01,7.011241722966837786e-01,9.930756886031750774e-01,9.872985913092782173e-01,3.063120087234476596e-01,9.542124483130262069e-01,1.686174555957643539e-01,8.142063371597528798e-01,2.299737140901718380e-02,5.111410482910676567e-01,2.937267354357951388e-01,7.474809388890206741e-01,1.532160172737374870e-01,7.883093165530955515e-01,1.626621441570102744e-01,8.201891891995298778e-01,5.654174261821653252e-02,1.736653309178557147e-01,7.180786399002174747e-01,5.310643780860057062e-01,8.523466750953391236e-01,8.765528361002496993e-01,1.516978287909996337e-01,3.531759475696676920e-01,1.920402053907978301e-01,8.760396515081134705e-01,1.229679462651254440e-01,1.427362909103309097e-01,3.913392918976587032e-01,7.929129630104195803e-01,7.179858522746521698e-01,3.940187153982237511e-01,2.268518020712708971e-01,7.554475256372029657e-01,3.421160659631707901e-01,7.659127639637273166e-01,2.927853801810557655e-01,3.432494622101620596e-01,9.482111430293209686e-01,1.969161778289255371e-01,9.500966845563938445e-01,9.008064870710056349e-01,2.975096883908125434e-01,8.478575750961917512e-01,5.685781758233858785e-01,7.463198641140109668e-01,1.543030949189982959e-01,1.600539060620469467e-01,3.111199621262294990e-01,5.157747759922403086e-01,4.838263907430064292e-01,6.232723514408862187e-01,8.940789217997164862e-01,9.099945874641286458e-01,1.302752305386661591e-01
9.314631190087071522e-01,7.553750558992172737e-01,2.182790870591724483e-02,5.367929583035039101e-03,1.406216263964892577e-01,1.367122677405908371e-01,9.375862471912236318e-01,2.486741372145432338e-01,9.286003075684114982e-01,8.279396132685786780e-01,6.552015942715856411e-01,9.988178488111774112e-01,4.856999995662922287e-02,1.368905142556001674e-02,6.989778535110799940e-01,9.494191834642152772e-01,1.315504118870733374e-01,5.773579804968165252e-02,5.042271054505614858e-01,1.278927980488627769e-01,8.908913962725206748e-02,5.674918739562474501e-01,2.335253383362070889e-01,5.593397000741878733e-01,8.936037108781773597e-01,1.715344613808325591e-01,1.575234913497883249e-01,3.444478248252490493e-01,2.958151763351856700e-01,3.728085143194559414e-01,2.915637445521930826e-01,2.674014900570297754e-02,7.696848792696602271e-01,2.416299607335256061e-01,1.397165445616925517e-01,6.964015347211562901e-01,5.162970486163365180e-02,8.361724571409905049e-02,2.415081962311693697e-02,5.583914360235081586e-01,3.474952858339698247e-01,5.308680457045946710e-01,4.530885017864944575e-01,2.463291289814258378e-01,7.695079302436359514e-01,6.217812327136412742e-01,3.571792885412136687e-01,4.828677626436130854e-01,7.708256778168611767e-01,6.013306123391808367e-01,9.152374076770448674e-01,8.546946659883627451e-01,5.721402790732053878e-02,1.725186890945545892e-01,7.662690230911066713e-01,6.547976050354527011e-01,1.592115308210287072e-01,5.899580854969338484e-01,7.031903982423571842e-01,6.112969688430276438e-01,9.594509665518583530e-01,6.751838799700894400e-01,8.807717101512543278e-01,8.349244818007749425e-01
1.782592587382741400e-01,9.510674498515442332e-01,6.459655398291156425e-01,1.535217322715269617e-01,4.228898074609444002e-01,5.144939528646659266e-01,9.958702658868269220e-01,4.320034203216551738e-01,2.957324295171861461e-01,9.031779042338168306e-01,2.779243229410029506e-02,8.274931052450750224e-01,9.185608854423616965e-01,9.836548246642723425e-01,6.107359631005445655e-01,4.431180986276125888e-01,7.090237547253187833e-02,2.682943769103163234e-01,3.945436828379846883e-01,1.470342322386708478e-01,1.100161659315342932e-01,8.381516716112195065e-01,8.047475348758555969e-01,7.330001247736307457e-01,7.156024255973216786e-01,9.377148104365468084e-01,3.664731076245690833e-01,9.995676269206983378e-01,7.531360689417110343e-01,7.487575376047966857e-01,8.569007953697331814e-01,1.175103601664568842e-01,4.230922252740580980e-01,5.733696443152247468e-01,7.485374982150840850e-01,4.638158110228070563e-01,3.090063712923623793e-02,8.882023993542610407e-01,3.162816107326227311e-01,4.557049093389465289e-01,7.090426782445650167e-01,8.060505577490377771e-01,5.176007142494127855e-01,6.275454560663186188e-01,6.003433697180373674e-01,8.536884082867780554e-01,5.150986394415351111e-01,9.294913751493050214e-01,3.094018132526591414e-01,4.409429104830100976e-01,5.320413970116562030e-01,8.548594548489261979e-02,4.216464173550437122e-01,2.851800132986216374e-01,4.151537925086630776e-01,5.931371398973771525e-01,7.561640481610885089e-01,7.139973451377634728e-02,5.087010944531011880e-01,8.217941612718524524e-01,4.198111231400707966e-01,7.028442425390738491e-01,8.241081299620359735e-01,5.648407847900102086e-01
