9.586295105471223099e-01,1.930506186108941480e-01,2.133639464649705053e-01,1.501368660288089907e-01,1.379725412791825145e-01,4.652080383692479282e-02,8.695071544207064740e-01,4.015539928209504450e-01,6.062245826288883421e-01,3.798305056649852740e-01,8.506393752563415900e-01,9.534261629777236458e-01,4.774114704440068357e-01,9.870722166869466685e-01,6.445965309035959212e-01,5.458530564456307577e-01,4.019395744158700823e-01,9.647563669376455486e-01,8.233816328521124106e-01,4.079171263376761281e-01,2.052881315461853040e-01,3.189273347434706252e-01,7.770639063585631501e-01,6.271133268196418253e-01,7.780632481249656618e-02,4.495638630012818160e-01,6.455403397148526956e-01,1.919616515126183406e-02,5.141933252639832030e-01,2.913340602053147710e-01,6.819121350394609093e-01,6.337027901156592202e-01
3.381681515088979517e-01,1.861749754749827679e-01,7.938145563964652540e-01,5.048363341165914564e-01,2.534526746120017715e-01,7.858214709400734854e-01,6.751833297164081538e-01,7.925243955656615658e-01,2.609555315459796687e-01,2.714511942103885883e-02,6.430101978262297013e-01,9.161161705752411677e-02,5.963752500495079767e-01,1.144971816473473458e-01,9.626584428150902761e-01,1.029867904484670221e-01,2.069813736784304192e-01,7.633868954526493722e-01,7.968692563150736596e-01,4.116134948354548406e-01,7.473845895703082887e-01,2.707851801215016008e-01,9.606226466846072842e-01,5.772374394082689930e-01,3.009920826573902475e-01,9.457369854418768984e-01,5.030215959653346891e-01,5.756987003974108896e-01,5.838049621567706904e-01,2.945106062953203319e-01,4.829092358012497255e-01,4.082884658392630373e-01
8.751559513299368431e-01,9.537468197337931608e-01,2.013778921500172514e-01,3.159631481481859905e-01,2.528170689900197023e-03,7.176265175168168309e-01,1.102830475615564215e-01,2.285177968757193534e-01,5.157542934729351103e-01,4.864605764204077767e-03,1.953773318988170637e-01,2.895624671463682964e-01,1.108748887696866733e-02,7.168067952065788617e-01,7.469108610323942354e-01,7.569737551179590573e-01,9.207264947214144346e-01,8.705072385591414719e-01,5.371339974491444735e-01,2.915893151200026900e-01,7.744653874933344895e-01,6.810485030214521451e-01,7.739507439704271796e-01,2.637250005583200579e-02,7.291485926628529235e-01,7.097251781650343316e-01,6.587076180083800692e-01,1.366932118639383742e-01,2.591313743123535573e-01,2.717495374923887819e-01,7.003478367374686986e-01,5.491155433757518578e-01
3.466946888411038263e-01,8.999889247380444823e-01,7.203633766088252122e-01,4.043027587735842365e-01,7.515198057958596412e-01,8.638454696704912505e-01,7.402071487169009645e-01,1.969601777091823380e-01,1.721551478722666007e-01,1.786791129648361287e-01,6.179131151305946590e-01,9.226106332987044079e-01,7.233076069563261212e-01,4.512154686839501827e-01,4.148830957753406046e-01,5.547520496416978864e-01,8.061887281880087963e-01,7.443296674940889091e-01,4.565608424488990513e-01,5.742047541825072710e-01,5.442813521096344642e-01,2.393786951215390868e-01,3.813132795560337795e-01,4.866263193398635001e-01,6.505985821968780503e-01,9.457048560059706510e-01,9.206364619725793119e-01,3.130471146575325991e-01,9.826252471474148376e-01,8.664333116743008212e-01,5.523572202013945498e-01,5.896915863406783087e-01
3.058581332129581276e-01,6.976719090295245840e-01,7.142952566321085772e-01,4.093333133041182070e-01,1.328019089855852763e-01,3.645686962451085700e-01,9.732306002257429256e-01,2.273865981114855384e-01,5.206414363439545445e-01,9.690423702413046847e-01,2.813261571258832139e-01,4.909815183885577472e-01,7.988747617795641798e-01,8.831209905635249990e-01,5.878989280941216977e-01,7.023457348370905073e-01,6.599488467846603701e-01,5.739789451199452941e-01,4.432342223200712583e-01,6.458221959867884721e-01,7.907958246048047979e-01,4.366642398054521590e-01,8.215824142289972487e-01,9.890747129752289757e-01,2.518544431853182997e-01,1.102482660230384159e-01,8.880185130061718501e-01,9.725271216345995895e-02,5.350405468635238693e-01,1.069083131402249198e-01,3.010338608914368552e-01,1.140054112564128086e-01
5.573310815682327446e-01,6.200007490769249285e-01,5.970873801351439525e-01,4.170746066468481589e-02,3.104468304890709018e-01,4.654584390091325852e-01,4.072712478512008349e-01,5.795145373653444176e-01,3.748423946185752142e-01,4.075914651559981450e-01,2.804647526288023274e-02,6.296594769658669932e-02,7.488699710744496363e-01,1.891230316494338648e-01,7.074623744238014988e-02,3.388972846595277311e-01,8.269696009826792149e-03,2.094656122920075525e-01,7.789728185994593268e-01,3.110821622630095540e-01,4.896690196654906457e-01,6.661076655717598216e-01,6.770184326210408610e-02,4.171820078089496509e-01,1.988853048853887751e-02,4.091006528871384829e-01,2.986446446918297193e-01,4.772891904845816963e-02,9.302719656492727252e-01,4.676451681680832695e-01,8.237549376945464408e-01,7.241369546206012364e-01
2.431830762358100084e-01,5.544905275725268146e-01,2.814468833414511262e-01,9.941631520987006532e-01,6.818333959924772758e-01,2.953826796809621569e-01,7.172550720524129009e-02,4.033924700477836134e-01,8.768771129481418569e-01,4.537760478091678040e-01,6.217497108187622912e-01,9.679332883131742671e-01,3.249632147832241524e-01,2.154051768238549325e-01,3.718625526897687550e-01,3.461897604462475520e-01,3.363567823612810259e-01,1.637205182145677895e-01,9.914109629494547438e-01,1.702538453798252416e-01,9.167326938808776360e-01,4.177551139775239064e-01,1.310896251612630459e-01,2.684770992084253294e-01,3.651232196460605511e-02,9.351245512752558442e-01,2.177830365449511252e-01,9.054682909693452242e-01,6.247427867162202997e-01,4.876883973544711148e-01,8.811384466571795526e-01,4.141643454544752072e-04
7.942995211204473271e-01,2.695827146725779944e-01,1.073474194630666123e-01,4.454943161417399544e-01,7.204750008334148692e-01,5.265471812481258285e-01,1.563496173221171071e-01,6.449848149153406540e-01,2.227278743171995090e-01,6.034716068420641344e-01,6.049176473524162656e-01,5.707744378595298596e-01,3.117476643346149268e-01,5.983693210210017099e-01,4.648504939234476274e-01,7.476231658508346589e-01,4.282654916864510608e-01,1.522368008624895019e-01,9.757018092003820753e-01,7.360999308289595255e-01,3.246281437344946674e-01,2.194703046197964968e-01,3.763758680580456262e-01,1.204870876485178016e-01,4.677462950800903574e-01,1.034838795590502514e-01,4.198664014677269685e-01,2.603206836353683662e-01,9.248715413355246273e-02,2.601098304065410649e-01,4.489655148084985004e-01,9.277145578427523631e-01
5.414174096321433538e-01,5.748167166800706163e-01,4.761192449006657612e-01,9.972757845242090635e-01,8.382940188607246323e-02,6.422196067518503027e-01,3.594994783287339124e-01,8.255018142606939113e-01,7.694474891649137893e-01,5.434233025404076045e-01,9.693941551939400103e-01,4.337706438379198004e-01,4.577319151513947748e-01,6.322891771167801211e-01,4.730758250723945263e-02,1.566626872359867251e-01,4.988459460932840872e-01,8.387618536510878242e-02,9.975277555538100138e-01,4.003739820181954623e-01,2.380260878685414375e-02,2.323332620618666911e-01,4.121278356161485745e-01,4.245024189963328975e-01,7.098386347191283363e-01,2.916788383423968289e-01,8.272957921638791623e-01,7.386093945708221975e-01,9.170521004321153802e-01,2.257642781806180332e-01,9.709747242687991609e-01,2.724127515068556771e-01
5.629328317270589910e-01,7.838011585153178418e-01,8.104095258081469785e-03,2.011076302458526810e-01,8.506335956435897572e-01,6.594810088420260952e-02,1.375545221734091605e-01,9.035515652268236164e-02,8.547669843609109197e-01,5.875756534686910060e-01,4.770998646945514010e-01,2.690949426328562155e-01,4.875026366702250868e-02,6.755656474308134596e-02,3.933524890554115916e-01,8.848627129895542121e-01,2.381369478597376854e-01,6.446951347959358758e-01,9.328624024133349568e-01,9.283528216481398143e-01,6.501244366370073635e-02,5.141093060815554033e-02,6.023745115292301611e-01,3.358632645845801012e-01,7.040846082982197274e-01,5.546744293513977686e-01,4.689509017099351973e-01,6.340732188853310802e-01,3.683540215761876846e-01,6.184447509281013056e-02,5.046006185899569729e-01,9.745695457044436516e-01
